STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EA20,Euro area – 20 countries (from 2023),2015,,3.9,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EA20,Euro area – 20 countries (from 2023),2016,,2.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EA20,Euro area – 20 countries (from 2023),2017,,2.6,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EA20,Euro area – 20 countries (from 2023),2018,,5.1,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EA20,Euro area – 20 countries (from 2023),2019,,3.7,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EA20,Euro area – 20 countries (from 2023),2020,,2.4,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EA20,Euro area – 20 countries (from 2023),2021,,2.9,,p,provisional,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EA20,Euro area – 20 countries (from 2023),2022,,6.8,,bp,"break in time series, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EA20,Euro area – 20 countries (from 2023),2023,,7.1,,bp,"break in time series, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2000,,-2.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2001,,-2.4,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2002,,-2.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2003,,-2.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2004,,-2.7,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2005,,-3.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2006,,-4.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2007,,-2.1,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2008,,-1.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2009,,-1.6,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2010,,-2.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2011,,-2.9,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2012,,-2.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2013,,-2.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2014,,-0.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2015,,1.8,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2016,,0.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2017,,4.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2018,,5.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2019,,4.1,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2020,,2.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2021,,5.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2022,,29.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EE,Estonia,2023,,10.1,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2000,,1.8,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2001,,1.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2002,,3.4,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2003,,3.7,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2004,,3.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2005,,3.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2006,,3.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2007,,3.2,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2008,,2.6,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2009,,1.6,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2010,,1.8,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2011,,1.8,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2012,,1.4,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2013,,1.5,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2000,,1.7,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2001,,1.0,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2002,,3.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2003,,3.7,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2004,,3.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2005,,3.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2006,,3.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2007,,3.2,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2008,,2.6,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2009,,1.6,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2010,,1.8,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2011,,1.8,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2012,,1.4,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2013,,1.4,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2014,,1.9,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2015,,3.4,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2016,,2.2,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2017,,2.5,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2018,,4.1,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2019,,3.2,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2000,,3.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2001,,4.1,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2002,,5.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2003,,4.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2004,,4.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2005,,4.4,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2006,,5.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2007,,9.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2008,,10.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2009,,7.9,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2010,,7.7,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2011,,8.4,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2012,,8.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2013,,9.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2014,,8.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2015,,7.4,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2016,,7.1,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2017,,5.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2018,,4.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2019,,5.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2020,,4.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2021,,5.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2022,,9.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EFTA,European Free Trade Association,2023,,12.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2000,,5.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2001,,4.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2002,,2.6,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2003,,2.4,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2004,,2.6,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2005,,2.9,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2006,,2.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2007,,2.1,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2008,,2.1,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2009,,1.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2010,,-0.1,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2011,,-2.9,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2012,,-6.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2013,,-5.4,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2014,,-4.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2015,,-4.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2016,,1.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2017,,0.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2018,,1.6,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2019,,3.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2020,,0.6,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2021,,-15.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2022,,1.7,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EL,Greece,2023,,4.1,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2000,,3.9,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2001,,7.9,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2002,,17.9,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2003,,15.7,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2004,,15.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2005,,14.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2006,,14.9,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2007,,17.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2008,,9.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2009,,3.0,,,,,
