STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,material,Materials,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2019,,37.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2020,,36.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2021,,36,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2022,,37.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2023,,35.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2000,,23.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2001,,23.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2002,,24,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2003,,26.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2004,,26.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2005,,30.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2006,,29.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2007,,29.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2008,,27.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2009,,24.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2010,,26.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2011,,27.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2012,,28.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2013,,27.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2014,,28.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2015,,29.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2016,,31,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2017,,31.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2018,,31.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2019,,32.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2020,,33.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2021,,35.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2022,,36.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HR,Croatia,2023,,36.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2000,,22.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2001,,20,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2002,,22.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2003,,23.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2004,,21.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2005,,19.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2006,,22.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2007,,27.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2008,,26.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2009,,24.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2010,,28.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2011,,29.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2012,,31.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2013,,30.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2014,,27.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2015,,26.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2016,,28.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2017,,29.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2018,,29.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2019,,27.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2020,,26.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2021,,27.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2022,,29.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,HU,Hungary,2023,,24.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2000,,21.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2001,,21.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2002,,22.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2003,,19.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2004,,20.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2005,,20.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2006,,19.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2007,,20.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2008,,21.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2009,,23.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2010,,28.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2011,,31.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2012,,30.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2013,,30.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2014,,31.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2015,,32.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2016,,29.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2017,,29.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2018,,30.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2019,,28.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2020,,29.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2021,,31.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2022,,31.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IE,Ireland,2023,,33.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2000,,29.7,,b,break in time series,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2001,,31,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2002,,33.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2003,,33.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2004,,34.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2005,,36,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2006,,38.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2007,,39.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2008,,45.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2009,,54.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2010,,57.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2011,,60.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2012,,56.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2013,,57.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2014,,59.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2015,,61.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2016,,61.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2017,,60.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2018,,60,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2019,,60.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2020,,58,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2021,,58.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IS,Iceland,2022,,58.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2000,,38.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2001,,37.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2002,,36.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2003,,37.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2004,,38.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2005,,37.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2006,,38.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2007,,39,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2008,,39.2,,b,break in time series,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2009,,37.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2010,,41.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2011,,40.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2012,,42.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2013,,46.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2014,,46.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2015,,48.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2016,,48.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2017,,50.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2018,,50.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2019,,48.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2020,,46.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2021,,47.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2022,,49,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,IT,Italy,2023,,48,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2000,,33,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2001,,37.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2002,,36.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2003,,35.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2004,,37.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2005,,39.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2006,,40.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2007,,34.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2008,,35.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2009,,39,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2010,,41,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2011,,40.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2012,,41.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2013,,38.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2014,,39.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2015,,40.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2016,,40.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2017,,39.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2018,,41.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2019,,40.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2020,,36.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2021,,37.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2022,,36.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LT,Lithuania,2023,,34.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2000,,86.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2001,,85.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2002,,87.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2003,,88.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2004,,87.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2005,,88,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2006,,87.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2007,,87.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2008,,87.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2009,,86.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2010,,90.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2011,,91.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2012,,87.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2013,,87.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2014,,89.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2015,,91.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2016,,90.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2017,,91.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2018,,91.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2019,,91,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2020,,90.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2021,,89.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2022,,90,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LU,Luxembourg,2023,,88.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2000,,24.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2001,,24.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2002,,24.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2003,,25.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2004,,26.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2005,,30.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2006,,29.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2007,,29.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2008,,29.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2009,,28.6,,,,,
